assay_id,pdb_id,pubmed_id
3791925,6B0H,29146922
3867030,5XXY,29163822
3839105,6CH9,29593217
3839457,6C6Z,29514901
3867073,6CK9,29642014
3867119,6CK9,29642014
3799106,5BK2,29321208
3799109,6B3K,29309709
3799162,6B0S,29167197
3802785,6AND,29277294
3802775,6ANI,29277294
3802791,6ANA,29277294
3802875,5O14,29410413
3791929,6B0A,29146922
3791934,6B0G,29146922
3791938,6B0E,29146922
3792908,4GRW,28871249
3792882,4GRW,28871249
3792899,4GRW,28871249
3793570,6BIT,29158380
3794508,5VQM,29180448
3926420,6BY2,29735651
3867384,5XJ3,28978021
3928312,6EJM,29778602
3928311,6EJG,29778602
3928319,6EK2,29778602
3928424,6CRQ,29746590
3928641,6B0N,29769533
3804196,5W0D,29343437
3802966,5V6M,29343576
3802967,5V6L,29343576
3804195,5W08,29343437
3804253,5XWD,29462206
3838838,5CJO,29596046
3838858,6CCB,29618644
3867274,6ATT,29669810
3929001,5TKJ,29867235
3929005,5TKK,29867235
3925536,6GDG,29726815
3929060,6CDP,29867235
3929056,6CDO,29867235
3929069,6CDM,29867235
3929102,6BA5,29844189
3929160,6BAN,29844189
4047876,6A0Z,29925655
3794703,6AXK,29138320
3794704,6AXL,29138320
3794761,6B3D,29150603
3795031,5W23,29187732
3794797,5VF2,29113027
3795063,6EQI,29160309
3796811,5XKU,29212936
3798292,4RRP,29273204
3798286,6AZ2,29273204
3798290,5CJO,29273204
3980506,6D6U,29950725
4004975,6BPA,29950717
4004910,5YD4,29924367
4004979,6BPE,29950717
4004977,6BPC,29950717
4072590,6H06,30001207
4072657,6H0E,30001207
4624622,6HJP,30224494
4072914,6CUF,29975771
4047884,5UTZ,29942088
4072915,6CUF,29975771
4072916,6CUE,29975771
4072917,6CUF,29975771
4072918,6CUE,29975771
4072939,6CUE,29975771
4140775,6BZU,29954862
4140851,6BZY,29954862
4140873,6BZW,29954862
4140874,6BZV,29954862
3479482,5MY6,28751451
3479497,5U7M,28825711
3798560,5NJD,29287995
3798536,5W6G,29255041
3479498,5U7O,28825711
3798799,4BZ1,29249606
3796831,5MZV,29287995
3798797,5JYM,28045038
3319616,5KWG,28528777
3319631,2R69,18264114
3338686,5VAI,28538729
3338689,5VAI,28538729
3339069,5WUX,28124979
3466892,5MUB,28679953
3466893,5MV3,28679953
3466894,5MU2,28679953
3466895,5MV4,28679953
3796862,6B3S,29158469
3799123,6B14,29309709
3795574,5W3P,28830506
4254393,6DBG,29976754
3799144,5N88,29203900
3825345,6APD,29396163
3825368,6APB,29396163
4624481,6MLK,30289692
4624479,6E3Y,30209400
4828470,6CMO,29899450
4828494,6CRK,30213947
4828926,6CNV,30385580
4828883,6FYU,30385580
4828884,6FYT,30385580
4828885,6FYW,30385580
4828925,6CNV,30385580
4551842,5CD5,27067056
4570999,6DJP,30061598
4552101,6DW2,30102105
4583464,5WB2,29882741
4583502,6MAR,30209313
4583534,6CEZ,30153309
4583512,6EA7,30206174
3804069,5VNW,29434346
3825495,6BP2,29324225
4571084,6H5N,30237518
4072847,6C5W,29995856
4551559,6H02,30140054
4551776,5W5Z,30122452
4551778,5W5X,30122452
4551932,6CWD,30100358
4551963,6FGB,30130439
4551935,6CWT,30100358
4583258,6CW2,30224453
4583261,6CW3,30224453
3202119,5V8M,28423342
3202120,5V8L,28423342
3202130,5NBD,28422165
3202123,5V8L,28423342
3202648,5TIH,28195530
3206418,5HBT,28440223
3206421,5HBV,28440223
3466852,3JCB,28539445
3466853,5MO9,28351853
3468070,5VOC,28783665
3468378,5VL7,28825733
4597575,6GV1,30275448
3476987,5W6D,28847869
3476991,5W6D,28847869
3202487,5B71,28439081
3206502,5M63,28439022
3202496,5G64,28438838
3207160,5NPH,28512091
3207161,5NPJ,28512091
3242752,5UG0,28506635
3466830,5OCL,28731329
3468019,5U3O,28783671
3468029,5U3M,28783671
3468646,5KQV,23302862
3339147,4NNP,25752540
3314676,5G5R,28502790
3339192,5VJ6,28548638
3363532,5MYK,28623233
3363539,5VN3,28700571
3363540,5VN8,28700571
3242801,5UK0,28506635
3242799,5UJZ,28506635
3242802,5UK1,28506635
3242803,5UK2,28506635
3338646,5UMN,28504265
3319634,5K33,28528777
3339037,5XEZ,28514451
3338667,5NJG,28554189
3338668,5NJ3,28554189
3339040,5XF1,28514451
3193454,5UTF,28275193
3193458,5UTY,28275193
3193463,5UTY,28275193
3193465,5UTF,28275193
3198375,5JDS,28280600
3198347,5UKB,28396572
3198357,5UK4,28396572
3821984,6BF4,29548671
3207162,5NPI,28512091
3202521,5T1D,27929061
3218106,5UDD,28469033
3229848,5VIC,28475892
3229847,5VIG,28475892
3339184,5UM8,28514686
3468092,5VOD,28783665
3192980,4FFV,23184939
3242015,5VGJ,28514685
3339163,5VEB,28526733
3466770,5TUD,28716900
3480536,5XS7,28894095
3468376,5VLP,28825733
3243325,5VK2,28572385
3314677,5G5X,28502790
3339186,5UM8,28514686
3339188,5VIY,28548638
3339187,5VIY,28548638
3339196,5VJ6,28548638
3352090,5V7J,28445724
1702294,3FFC,19167249
1984649,3SDA,21804559
1510671,2NX5,17259989
2012701,3TFK,22101157
2012702,3TJH,22101157
2012700,3TPU,22101157
1617223,1KJ2,11911820
1617226,1MWA,11994422
1618324,2F54,16600963
1618325,2F53,16600963
1975991,4G8G,23521884
1617229,1LP9,14563323
1617377,2BNR,15837811
1617379,2UWE,17825839
1617380,2JCC,17825839
1509257,1NAM,12563259
2098008,3MV7,20566715
1496445,1QSF,10435578
1514175,1D9K,10583947
1557452,3C60,18308592
1617378,2BNQ,15837811
1983003,4EN3,23109910
1619818,2AK4,16186824
1498103,1YMM,15821740
1714843,3GSN,19542454
1548960,2ESV,16474394
1788596,3MBE,20407212
1496444,1QRN,10435578
1581256,2Z31,17694060
1551167,1G6R,10755612
1617225,1FO0,11017099
1778859,3KPR,20064448
1557450,3C5Z,18308592
1617221,2CKB,9469799
1617381,2J8U,17825839
1557451,3C6L,18308592
1548961,1U3H,15664161
1788035,2E7L,17418792
1581258,2PXY,17694060
2009558,3TVM,22195564
1005014,1FYT,11060013
1005016,1J8H,11877480
1788034,2OI9,17418792
1005001,1OGA,12796775
1404662,1MI5,12530975
1852320,3PL6,21199956
1781236,2F54,16600963
1619817,2AK4,16186824
1618326,3E3Q,18941216
1618327,3E2H,18941216
1617828,2OL3,17363906
1833554,3PQY,21606376
1962548,4H1L,23091041
1548962,2IAN,17334368
1831437,3O4L,21124993
1984653,3SDC,21804559
1816297,3O6F,21297580
1511521,2VLK,18275829
1969012,4ELM,22820602
1548963,2IAM,17334368
1478873,1BD2,9586631
1975807,3D3V,19698083
1975829,3RZC,21810611
1976428,3RUG,21666690
1975805,3D39,19698083
1778855,3KPS,20064448
1976493,3QUZ,21552205
1971313,3TZV,22395072
1511522,2VLR,18275829
1984650,3SDX,21804559
1858544,3O8X,20921281
1505355,2VLJ,18275829
1976496,3QUY,21552205
1976499,3QUX,21552205
1983067,4FTV,23805144
1551172,1ZGL,16079912
1511833,2PYE,17644531
1584212,3DXA,19139173
1848556,3QI9,21376640
1981555,4JFF,23698002
1981557,4JFD,23698002
1511834,2P5E,17644531
1511835,2P5W,17644531
1511838,2GJ6,16962135
1976480,3QFJ,22019736
1584448,1AO7,8906788
1973076,3RTQ,22301545
1981674,4JFE,23698002
1803232,3KXF,20483993
1984652,3SCM,21804559
2021328,4MNG,24239091
2021935,4LCW,24101382
1981445,4JRY,23569211
1853882,3QIW,21490152
1851293,3H9S,20064447
2014601,3W0W,24192765
2014602,3VXS,24192765
2014603,3VXU,24192765
2014604,3VXM,24192765
2014600,3VXR,24192765
1852419,3QIB,21490152
1960760,4GG6,23063329
1954126,3TA3,22069376
1937882,3SJV,22140258
2012698,3TF7,22101157
1930414,3UTT,22245737
1852427,3QIU,21490152
2022189,4L9L,24108697
1981437,4JRX,23569211
1984651,3SDD,21804559
1977149,4G9F,23521884
1884783,3ARB,21376639
2019393,4MNQ,24196962
1801837,3HE6,19592275
1966214,2YPL,23161907
2011734,4LHU,24076636
2022174,4LCC,24108697
1858543,3O9W,20921281
1884785,3ARG,21376639
1884786,3ARD,21376639
1884787,3ARE,21376639
1884784,3ARF,21376639
2007224,4IRJ,23960235
1958847,3VWJ,22995911
1958848,3VWK,22995911
1801839,3HE7,19592275
2007225,4IRS,23960235
1883845,3HG1,19605354
1801840,3HUJ,19592275
1954023,4EI5,22820603
1954091,2WBJ,19303388
1850160,3PWP,21282516
2022175,4L8S,24108697
1822299,2PO6,17581592
2106435,4PRH,24759101
2106436,4PRP,24759101
2683346,5D7J,26795251
2683347,5D7L,26795251
2683349,5D7I,26795251
2885434,5SWS,27717799
2882580,5KSB,27568928
2882577,5KSA,27568928
2885433,5SWZ,27717799
2105208,4MJI,24600035
2465945,4Y4H,26018083
2465947,4Y4K,26018083
2465948,4Y2D,26018083
2105263,4P23,24813203
2375432,4QRR,25452463
2375431,4WO4,25452463
2119223,3QEQ,21795600
2014706,4IIQ,23613577
2098041,3MV9,20566715
2660009,5D5M,26795251
2579979,5D2L,26429912
2579980,5D2N,26429912
2114514,4P4K,24995984
2097622,4L4T,23846752
2104160,4OZG,24777060
2923941,5L2K,27807341
2103172,4NQE,24695216
3000567,5MEN,27903649
2103177,4NQD,24695216
2119224,3QDJ,21795600
2119219,3QDM,21795600
2104163,4OZF,24777060
2371152,4QRP,25355921
2375332,4QOK,25471691
3134129,5ISZ,28250417
3134130,5JHD,28250417
2106437,4PRI,24759101
2119220,3QDG,21795600
2104157,4OZH,24777060
2116820,4PJ5,25049336
2467538,4ZAK,26078271
2462242,4Z7V,25948817
2462243,4Z7U,25948817
2462244,4Z7W,25948817
2118926,4L3E,24550723
2117051,4PJD,25049336
2103170,4NQC,24695216
2517967,4Y19,26437244
2827288,5HHO,27036003
2827290,5HHM,27036003
2116975,4PJE,25049336
2117016,4PJF,25049336
2117026,4PJG,25049336
2390020,4X6C,25642819
2390030,4X6D,25642819
2104135,4OZI,24777060
2465937,4Y16,26018083
2117038,4PJH,25049336
2117041,4PJX,25049336
2117042,4PJI,25049336
2105313,4P5T,24813203
2107145,4P2Q,24855945
2107144,4P2R,24855945
2833312,5E9D,27238970
2851627,5C0A,27183389
2851693,5HYJ,27183389
2851694,5C0C,27183389
2851698,5C0B,27183389
2445059,4GRL,24136005
2110150,4P2O,24855945
2465938,4Y4F,26018083
2105301,4P46,24813203
2117048,4PJA,25049336
2117049,4PJB,25049336
2117050,4PJC,25049336
2723236,5BS0,26758806
2637072,5BRZ,26758806
2097625,4L4V,23846752
2445100,4MAY,24136005
2723539,5EU6,26917722
2107143,4P2O,24855945
2117064,4PJ8,25049336
2117063,4PJ7,25049336
2117072,4PJ9,25049336
2110152,4P2R,24855945
2110153,4P2Q,24855945
2098010,3MV8,20566715
3241747,5U1R,28166217
3563387,5TEZ,28931605
3241748,5U2V,28166217
3241750,5U17,28166217
3241752,5U16,28166217
3241754,5U6Q,28166217
3241756,5U72,28166217
3803819,5WLG,29150238
3838885,6BNK,29576533
3838886,6BNL,29576533
3968833,6CQQ,29884618
4140733,6BJ8,30053426
3835116,4WWK,26875526
3835123,4WW2,26875526
4140727,6BJ3,30053426
4140728,6BJ2,30053426
3786319,5W1V,28972140
3198285,5E6I,28423320
3786323,5W1W,28972140
3480552,3RGV,21683626
3825381,6AVF,29531227
3825382,6AVG,29531227
3563423,5WKH,28945243
3563422,5WKF,28945243
3350945,5IVX,28508865
3786652,5WKI,29054999
4551185,3UTS,22245737
4583648,6AMU,30224695
4583649,6AM5,30224695
3794644,5NME,29209312
3794646,5NMF,29209312
3794647,5NMG,29209312
3968808,6CQL,29884618
3968834,6CQR,29884618
3968839,6CQN,29884618
3799134,5XOV,28615212
3799135,5XOT,28615212
4562385,4MVB,26523866
4562387,4MS8,26523866
4557314,4N5E,26523866
4562389,4MXQ,26523866
4562391,4N0C,26523866
3466805,3QIW,21490152
3198272,5EUO,28423320
2517968,4Y1A,26437244
2851692,5C09,27183389
2851695,5C08,27183389
2851696,5C07,27183389
2882576,5KS9,27568928
3339206,5JZI,28572406
1491565,1FNE,11207290
1489557,3C9N,18540051
1503154,3BW9,18270323
1503182,3BWA,18270323
1503322,1OSZ,9707600
1587192,1I7R,11584024
1864233,3BH9,18836451
1864234,3BHB,18836451
1965203,4GUP,23051753
1962428,4E5X,23042604
1962202,4G42,23041567
1962206,4E0R,23041567
1962201,4G43,23041567
1965478,4HKJ,23209377
1965226,1AKJ,9177355
1479805,1FV1,11080454
1597581,1JHT,11544315
1597906,1KPR,12411439
1597907,1KTL,12411439
1617224,1KJ3,11911820
1617227,1LEG,11994422
1977147,4G8I,23521884
1587194,1I7T,11584024
1587196,1K8D,11738047
1587197,1JGE,12244049
1595545,1TMC,7862664
1383771,1M05,12391232
23042,1N5A,12479822
1494255,2VAA,1323877
1494268,2VAB,1323877
1594129,2D31,16455647
1594993,1LDP,9620676
1595531,2GUO,17719062
1483904,1JWM,12962633
1786572,1ONQ,12833155
1468621,1A6A,7477400
1478784,1H15,12244309
1484197,1LO5,12467569
1788480,3FT4,19342659
1791437,3CII,18448674
1791453,3CDG,18332182
1594994,1LDP,9620676
1420883,2NNA,17629515
1781567,2OL3,17363906
1510377,1ZHB,15845547
1595535,2GTW,17719062
1595543,1KBG,10023770
1595537,2GT9,17719062
1649808,3B6S,18650441
1489401,1KLU,12051920
1488197,1HQR,11163233
1493260,1T5X,15489166
1493063,1T5W,15489166
1473536,1ES0,10775108
1483907,2MHA,1325657
1769983,3MGT,19955560
1509255,3BUY,18238896
1510123,1A9B,9878435
1510528,2ZOL,18322201
1595547,1MHC,7664344
23043,1N59,12479822
1488261,1JWS,12962633
1488262,1JWU,12962633
22534,1ZT1,16148128
1594136,2QRT,17719490
1594130,2DYP,17056715
1714833,1U3H,15664161
1585185,1ED3,11163232
1984644,3SDA,21804559
1587198,1K5N,12244049
1714850,3GSR,19542454
1510122,1A9E,9878435
1714848,3GSQ,19542454
1714851,3GSU,19542454
1588321,1MHE,9660937
1483785,2Q6W,17583734
1403983,1XR9,17057332
1788493,1Z5L,16007091
1800680,3C8K,18426793
1595533,2GTZ,17719062
1583749,1JGD,14555655
1583747,1LK2,14978103
1481416,1KT2,11956295
1488216,1SEB,8152483
2371146,4QRQ,25355921
2371151,4QRP,25355921
1488264,1R5V,14690592
1792326,1P7Q,12897781
1792120,1IM9,11323700
1791424,1EFX,10850706
1785050,2CLZ,16761314
1509252,1IM3,11391001
1418285,1RK0,15557346
1779951,3BP4,19617632
1583645,1QQD,10429675
1779952,3BP7,19617632
1417427,2AXG,16275762
1587193,1I7U,11584024
1778885,3KPO,20064448
1778884,3KPQ,20064448
1795626,3G08,19949076
1585907,1TVB,15814707
1587614,1LD9,9192660
1617228,1LEK,11994422
1493285,1PYW,12952957
1714854,3GSW,19542454
1714853,3GSV,19542454
1714855,3GSX,19542454
1792281,1ZHN,16002697
1492664,3BEV,18083574
1500053,1NAN,12563259
1488751,2OJE,17166841
1781570,2J8U,17825839
1781571,3E3Q,18941216
1781572,3E2H,18941216
1004945,1HHJ,7694806
1004948,1HHH,7694806
1584696,2A83,16221670
1488356,1HXY,11432818
1488263,2G9H,16829512
1489174,1R5I,14962388
1781568,2UWE,17825839
1781569,2JCC,17825839
1768895,1GZQ,12118248
1788478,3FT2,19342659
6702,1OF2,14734527
2098235,3MV8,20566715
1787199,1KTD,11956295
1779944,3BXN,19617632
1584690,1I4F,11502003
1489570,1K2D,12150894
1489400,1KLG,12051920
1788221,1ED3,11163232
1788479,3FT3,19342659
1770487,3FOL,20093428
1770489,3FOM,20093428
1770490,3FON,20093428
1492665,3BEW,18083574
1769982,3MGO,19955560
2009559,3TVM,22195564
1772669,3LQZ,20356827
1780034,1QRN,10435578
1479338,1MUJ,12589760
1780037,1QSF,10435578
1780038,1YMM,15821740
1780057,2NX5,17259989
1603262,2RFX,18549801
1834428,3LN4,20934997
1859221,3O4L,21124993
1788032,2OI9,17418792
1789189,1GZP,12118248
1788033,2E7L,17418792
1787897,3CUP,20407212
1788594,3MBE,20407212
1782794,2BNQ,15837811
1778390,3D25,19234124
1596342,2CLZ,16761314
1488265,1R5W,14690592
1597580,3BZF,18339401
1483786,1LNU,12084926
1596340,1JUF,11751972
1593323,1Q94,15128805
1596339,1INQ,11751972
1596341,2CLV,16761314
1597579,3BZE,18339401
1418288,1RJZ,15557346
1418289,1RK1,15557346
1460327,2CII,16478731
1404663,1MI5,12530975
1353276,1N3N,12753896
1588605,1VAC,7708669
1780934,2ESV,16474394
1480385,1IEB,8638119
1022906,2BST,15657948
15937,1B0R,9741848
1768332,2GAZ,16982895
1780026,2Z31,17694060
1780020,2P5E,17644531
1780021,2P5W,17644531
1780028,2PXY,17694060
1780033,1QSE,10435578
1780056,1ZGL,16079912
1417439,1ZSD,16148129
1417163,2AXF,16275762
1212456,2SEB,9354468
1459444,2HN7,17142892
1403132,2FZ3,17082594
1602968,1W0V,15713487
1588617,1KJV,12470953
1780928,3DXA,19139173
1780931,1D9K,10583947
1780995,1BD2,9586631
1603588,2ZSW,18949029
1781039,2CKB,9469799
1781213,1FO0,11017099
1781214,1KJ2,11911820
1403131,2FYY,17082594
1212445,1JPG,11580250
1864231,3BGM,18836451
315564,1DLH,8145819
6668,1WBY,15644207
1773141,1G6R,10755612
1781215,1NAM,12563259
1588615,1KJM,12470953
1589004,2CLR,7935798
1603587,2ZSV,18949029
1781233,2AK4,16186824
6693,1S9V,15020763
1207339,1FFP,12218131
1004788,1HOC,7506996
1004859,1IAO,9529149
3817467,6BXP,29437277
1022902,2BSR,15657948
1480054,1IAK,9529148
1781025,1LP9,14563323
1781210,2GJ6,16962135
1781216,2IAN,17334368
1781217,2IAM,17334368
1781218,2VLJ,18275829
1605391,2GUO,17719062
1605392,2GTZ,17719062
15946,1YN7,15735650
1480418,2FSE,16951351
1005013,1FYT,11060013
6667,1WBX,15644207
6669,1WBZ,15644207
7225,1XH3,15494511
1022905,2BSS,15657948
1479804,1F3J,10894169
1781220,2VLK,18275829
1480027,2IPK,17351628
1834431,3LN5,20934997
1788545,2Q7Y,18295796
1480800,1ZHL,15849183
1588607,1HSA,1525820
16156,1X7Q,16041067
1212420,1FG2,10993729
1588606,1VAD,7708669
1267200,2FWO,16473882
1831424,3I6L,20844028
1801201,3ILP,20080535
1478567,1ZHK,15849183
1480229,1IEA,8638119
1480801,1JK8,11376336
1475434,1AQD,9351812
6556,1T0N,15210799
7222,1S9W,15004033
1004944,1HHI,7694806
1004946,1HHG,7694806
1831741,3FTG,20711359
1838569,3OXR,21538979
1806703,2FIK,16537470
1838570,3OXS,21538979
1783412,2F74,16375919
1649810,3B3I,18650441
1460333,1QLF,10023771
1833553,3PQY,21606376
1602969,1W0W,15713487
1603260,1M6O,12939341
1977506,1I1F,10601290
1781221,2VLR,18275829
1781222,3FFC,19167249
1781234,2AK4,16186824
1781235,2F54,16600963
1781237,2F54,16600963
1781239,2F53,16600963
1597582,1JF1,11544315
1780018,2PYE,17644531
1852493,3LV3,21280120
1207338,1FFN,12218131
1207340,1FFO,12218131
7224,1S9X,15004033
1005002,1OGA,12796775
1603261,1N2R,12939341
1603433,2BCK,16323248
1603434,3ERY,18973345
1593316,2H6P,16963442
1356624,1A1O,8624812
1864232,3BH8,18836451
1801497,3DMM,19625641
7221,1UVQ,14769912
1004858,2IAD,9529149
1460328,1CE6,10023771
1403982,1XR8,17057332
15944,1YN6,15735650
1212444,1JPF,11580250
1003225,1S7W,15100292
1594134,2QRI,17719490
1594135,2QRS,17719490
1602966,1G7Q,12083518
1593324,1QVO,15128805
1356628,1A1M,8624812
1801494,3ECB,19625641
1803230,3KWW,20483993
1803231,3KXF,20483993
1005015,1J8H,11877480
22537,1ZT7,16148128
1004947,1HHK,7694806
1418233,1RJY,15557346
1804353,2XFX,20976198
1838568,3OX8,21538979
1774557,1B0G,9892618
1602967,1G7P,12083519
1769828,3L3H,20212169
1480135,1I3R,11371354
1709829,3GSO,19542454
1773142,1MWA,11994422
1773143,1AO7,8906788
1588608,1BZ9,9892618
1812702,3KYO,20122941
7223,1S9Y,15004033
6701,1OGT,14734527
1003223,1S7V,15100292
5208,1T0M,15210799
7448,1YDP,15718280
1782792,2BNR,15837811
1786577,1UQS,14764708
1585910,1DUZ,10843695
1971462,3W39,23236061
1962549,4H1L,23091041
1969015,4ELM,22820602
1831825,2XPG,21543847
1801186,3ILQ,20080535
1984806,1T22,16702212
1978069,4HX1,23566939
1984805,1T21,16702212
1984807,1T20,16702212
1956151,4GKN,22952231
1956150,4GKS,22952231
1848965,3I6G,20831383
1848966,3I6K,20831383
1713844,3H7B,20064447
1971309,3U0P,22395072
2014551,4MDI,24190431
2014552,4MD5,24190431
2014553,4MCZ,24190431
2014550,4MCY,24190431
2014554,4MD0,24190431
1970947,2V2X,15583017
1974507,4HUW,23493558
1974517,4HUU,23493558
2014555,4MD4,24190431
2014556,4MDJ,24190431
1970948,2V2W,15583017
1962304,3QUK,22837158
1962305,3QUL,22837158
1975828,3RZC,21810611
1976494,3QUZ,21552205
1981560,4JFP,23698002
1585911,1FZJ,11290333
1585912,1FZM,11290333
1927934,3ARD,21376639
1848955,2X4P,19655750
1981679,4JFO,23698002
1984645,3SDX,21804559
1585913,1FZK,11290333
1585914,1FZO,11290333
1971310,3TZV,22395072
1811884,1P1Z,14595439
1844796,1P4L,14595439
1514171,1D5Z,10841792
1514172,1D5X,10841792
1514173,1D6E,10841792
1788481,2H26,16874306
1848554,3QI9,21376640
1848588,3AU1,21376640
1584291,3CPL,19047637
1584445,2FO4,17067310
1584446,2AV7,16197958
1505354,2VLL,18275829
1962196,4F7E,23110152
1962197,4F7C,23110152
1975808,3D39,19698083
1975809,3D3V,19698083
1858727,3O8X,20921281
1858726,3O9W,20921281
1863352,3L6F,20417641
1862713,3HPJ,20619457
1831431,3LKN,20616031
1831432,3LKO,20616031
1510658,2NW3,17259989
1853166,3NWM,21825122
1974510,4HUV,23493558
1974508,4HUX,23493558
1974518,4HV8,23493558
1585915,1EEZ,11287414
1585916,1EEY,11287414
1831433,3LKP,20616031
1831434,3LKQ,20616031
1976498,3QUY,21552205
1976501,3QUX,21552205
1983073,4FTV,23805144
1981681,4JFQ,23698002
1585964,1QR1,10593938
1778881,3KPP,20064448
1778864,3KPL,20064448
1778880,3KPN,20064448
1794886,3GML,19732779
1584211,3DX8,19139173
1983071,4JQV,23749632
1866516,3QQ4,21900158
1866520,3QQ3,21900158
1981559,4JFF,23698002
1981676,4JFE,23698002
2008223,4JFD,23698002
1978068,4I48,23566939
1786866,2AKR,16314439
1865376,3KLA,20053942
1865543,3BO8,19177349
1977505,1I1Y,10601290
1976482,3QFJ,22019736
1977518,1AGD,8976183
1977521,1AGE,8976183
1977644,1AGC,8976183
1865141,3CH1,19789338
1865142,3CCH,19789338
1831435,3LKS,20616031
1831436,3LKR,20616031
1511836,1UXS,15537660
1511837,1UXW,15537660
1848940,2X4S,19655750
1848939,2X4R,19655750
1584450,3C5J,18697946
1584695,2CIK,17109469
1585908,1TVH,15814707
1972550,3RTQ,22301545
1557449,2ICW,17220897
1584070,1SYV,15226359
1584209,3DX6,19139173
1584071,1SYS,15226359
1794887,3GMM,19732779
1794888,3GMO,19732779
1794889,3GMN,19732779
1848938,2X4U,19655750
1848921,2X4O,19655750
1848918,2X4N,19655750
1848920,2X70,19655750
1862719,3FQX,19196958
1862722,3FQT,19196958
1983072,4JQX,23749632
1961299,3T1F,21892173
1584210,3DX7,19139173
1812701,3KYN,20122941
1794890,3GMR,19732779
1927802,3O3A,20806940
1984647,3SCM,21804559
1984648,3SDC,21804559
2006464,3GIV,19412183
2012332,1S7X,15100292
2012327,1S7Q,15100292
2012328,1S7U,15100292
2019481,1JL4,11535811
1816296,3O6F,21297580
1977646,1AGF,8976183
1977648,1AGB,8976183
1977437,1DDH,9761682
1977191,1BII,9729040
1865143,3CC5,19789338
1854062,3PGD,21115828
2006760,4IHO,23939911
2021327,4MQ7,24239091
2021934,4LCW,24101382
1862723,3FQU,19196958
1585909,1DUY,10843695
1850165,3IXA,20064447
1514125,1D5M,10841792
1850166,3H9H,20064447
1778883,3KPM,20064448
1927803,3O3B,20806940
1978070,4HWZ,23566939
2014906,4LHU,24076636
1854063,3PGC,21115828
1854064,3PDO,21115828
1510521,2ZOK,18322201
1511738,2VE6,18245382
1511839,2GIT,16962135
1584447,2AV1,16197958
1960759,4GG6,23063329
1983431,4AEN,22820093
1984842,1T1W,16702212
1984843,1T1X,16702212
1984844,1S8D,16702212
1984845,1T1Y,16702212
1984846,1T1Z,16702212
1985679,2C7U,16388312
1967643,4I4W,23255554
1968481,4FQX,23260142
1968482,4GBX,23260142
2096526,4NQV,24395804
2096527,4NQX,24395804
1937885,3SKO,22140258
1938895,3SKM,22140258
1976430,3RUG,21666690
1984646,3SDD,21804559
2012694,3TF7,22101157
2012695,3TPU,22101157
2012696,3TFK,22101157
2012697,3TJH,22101157
2007226,4IRJ,23960235
2019394,4MNQ,24196962
1953319,3VRI,22722860
1850159,3PWJ,21282516
1862718,3FQW,19196958
1862720,3FQN,19196958
1981451,4JRY,23569211
1982854,2HJK,16951352
1985806,3E6F,19620307
2011529,4IS6,24108701
1930221,3VCL,22323539
1960810,3LV3,21280120
2021479,4L29,24338476
2014705,4IIQ,23613577
2021480,4L3C,24338476
2012730,3TID,24127554
1898995,3P9L,22039305
1898998,3PAB,22039305
1899001,3P9M,22039305
1794885,3GMP,19732779
1927804,3O3D,20806940
1927805,3O3E,20806940
1983002,4EN3,23109910
1975989,4G9D,23521884
2006447,4K55,23872678
1953318,3VRJ,22722860
1942984,2X4T,19655751
2030850,4QRU,24509977
1862721,3FQR,19196958
1802234,3L9R,20519644
1802235,3L9R,20519644
1802187,3JVG,20100930
1801488,3DBX,19004781
1801835,3HE6,19592275
1954099,2WBJ,19303388
2006446,4JKW,23872678
1985809,3E6H,19620307
1985867,2BVP,16081817
1985870,2BVO,16081817
1985871,2BVQ,16081817
1985613,1ZVS,17202356
1942935,2X4Q,19655750
1801838,3HE7,19592275
1801836,3HUJ,19592275
1966212,2YPK,23161907
1966213,2YPL,23161907
1969741,1SJE,15331779
1969742,1SJH,15331779
1969489,3QXA,22084083
2012729,3TIE,24127554
2022190,4L9L,24108697
2014569,4LCC,24108697
2022176,4L8S,24108697
1969491,3QXD,22084083
1853676,3P73,21151886
1853678,3P77,21151886
1927929,3ARB,21376639
1927932,3ARG,21376639
1927935,3ARE,21376639
1953320,3VRJ,22722860
1981439,4JRX,23569211
1983275,1HSB,1448153
1982855,2HJL,16951352
1927938,3ARF,21376639
1930706,3REW,22160697
1958849,3VWJ,22995911
1958850,3VWK,22995911
1960472,3P4M,22536152
1960473,3P4N,22536152
1958972,3UPR,22645359
1959721,3UPR,22645359
2007227,4IRS,23960235
1903587,3HG1,19605354
1853873,3QIB,21490152
1853874,3QIU,21490152
1857814,1XZ0,15723809
1806702,1ZT4,16007090
1822298,2PO6,17581592
1970933,3VH8,22020283
1003224,1S7R,15100292
2012331,1S7T,15100292
1003226,1S7S,15100292
2008224,3UBX,22110136
2014598,3VXO,24192765
2014599,3VXP,24192765
2014597,3VXN,24192765
1955451,3C5Z,18308592
1955452,3C6L,18308592
1955454,3C60,18308592
1954022,4EI5,22820603
1937883,3SJV,22140258
1969138,1QO3,10604468
1971837,1E27,10975842
1971838,1E28,10975842
1953321,3VRI,22722860
1907579,1EEZ,11287414
1940981,3H9S,20064447
1903118,3PWP,21282516
1850157,3PWL,21282516
1850158,3PWN,21282516
1981580,4K7F,23678186
1931585,3PWU,21450819
1832109,3PWV,21450819
1930658,3ROO,22431983
1930659,3ROL,22431983
1930413,3UTQ,22245737
1960474,3P4O,22536152
